portfolio_id,return
36306,0.1
61829,0.1
14152,0.0
12997,0.0
40801,0.0
9348,0.1
51550,0.0
60512,0.1
31309,0.3
39199,0.1
15160,0.0
21705,0.0
19042,0.0
12249,0.0
33104,0.1
55264,0.0
29445,0.0
49013,0.0
276,0.0
47721,0.0
19656,0.2
35806,0.1
70637,0.0
62010,0.0
67576,0.2
31774,0.0
43822,0.0
27445,0.0
35817,0.1
26363,0.2
44463,0.0
17002,0.0
55223,0.0
42974,0.0
51133,0.0
16974,0.0
27813,0.0
65408,0.0
67455,0.4
4577,0.0
55641,0.0
54834,0.0
9699,0.0
61811,0.0
63620,0.0
18723,0.0
48538,0.0
45891,0.0
42487,0.0
45698,0.0
24263,0.0
41707,0.1
71360,0.0
38487,0.0
56093,0.0
56207,0.0
68130,0.0
60780,0.0
22130,0.0
63352,0.0
71720,0.0
17183,0.0
60719,0.0
43983,0.0
21744,0.0
16560,0.0
39376,0.0
49579,0.0
9371,0.0
28064,0.0
8502,0.0
48035,0.0
71493,0.0
65537,0.1
5028,0.0
39532,0.0
58889,0.0
60944,0.0
47413,0.0
23076,0.0
28829,0.0
10786,0.0
21198,0.0
49596,0.0
61880,0.0
58534,0.2
44724,0.0
23197,0.0
72667,0.0
34445,0.0
40800,0.0
39624,0.0
28999,0.0
15970,0.1
67001,0.0
22059,0.0
63097,0.0
43552,0.0
42932,0.0
8275,0.0
8268,0.1
68976,0.0
59824,0.1
38163,0.0
45895,0.0
35842,0.0
64826,0.0
56756,0.0
33798,0.0
22149,0.1
50501,0.0
17068,0.0
16498,0.0
67306,0.0
39408,0.0
20820,0.0
50056,0.0
67148,0.0
42800,0.0
41777,0.1
38995,0.0
34695,0.0
65778,0.0
58836,0.0
16182,0.0
7579,0.0
52338,0.0
65653,0.0
2203,0.0
65595,0.0
39545,0.0
12813,0.0
21091,0.0
1477,0.0
26173,0.0
39791,0.0
46915,0.0
67454,0.0
70583,0.0
51844,0.0
14963,0.0
3413,0.0
9991,0.0
67876,0.0
9844,0.1
54687,0.0
22349,0.0
843,0.3
44512,0.1
65240,0.0
10959,0.0
5519,0.0
57956,0.1
59156,0.0
2774,0.1
32087,0.0
43354,0.0
18646,0.0
56977,0.0
44941,0.0
69886,0.0
69927,0.0
14818,0.0
56749,0.0
56821,0.0
38253,0.0
21323,0.0
53178,0.0
35466,0.0
34698,0.0
31815,0.0
27194,0.1
15380,0.0
8155,0.0
42908,0.0
30912,0.0
35146,0.0
58210,0.1
33549,0.0
2276,0.0
20231,0.0
47388,0.0
67866,0.0
58108,0.0
33306,0.0
68765,0.1
45271,0.0
23875,0.0
34632,0.0
49767,0.0
64169,0.0
71937,0.0
61564,0.0
68553,0.0
21404,0.0
49781,0.0
25481,0.0
7073,0.0
61491,0.0
25847,0.0
71761,0.0
58606,0.1
68786,0.0
37325,0.1
27430,0.0
61231,0.0
65733,0.0
48960,0.0
40193,0.0
43723,0.0
35411,0.0
21868,0.0
15830,0.0
22011,0.0
42952,0.0
13210,0.0
38645,0.0
65174,0.0
66314,0.0
38083,0.0
13070,0.0
39348,0.0
7075,0.0
7840,0.0
22798,0.0
43842,0.0
15430,0.5
57754,0.0
4357,0.0
46428,0.0
51078,0.0
46067,0.0
49814,0.0
64209,0.2
50389,0.0
56153,0.0
4052,0.0
56582,0.0
27261,0.0
66015,0.0
46910,0.0
65455,0.0
44343,0.0
30500,0.0
67064,0.1
45386,0.0
45407,0.0
57951,0.0
57408,0.0
25654,0.2
58670,0.0
30431,0.1
6689,0.0
48622,0.0
46417,0.0
45451,0.0
37793,0.0
1733,0.0
50976,0.0
44545,0.0
25542,0.0
45199,0.0
55826,0.0
26527,0.0
52254,0.0
61358,0.0
64704,0.0
72179,0.0
67601,0.0
65829,0.0
25603,0.0
55928,0.0
51358,0.0
61513,0.0
4945,0.0
17889,0.0
54738,0.1
23515,0.0
34112,0.0
3897,0.0
1117,0.0
120,0.0
35789,0.0
20547,0.0
43870,0.0
62440,0.0
57984,0.0
11808,0.0
27581,0.0
18175,0.0
36103,0.0
39380,0.0
40450,0.0
22797,0.0
44577,0.0
49988,0.0
32685,0.1
2564,0.0
37188,0.0
66881,0.0
7967,0.0
38940,0.0
32913,0.0
9168,0.0
27896,0.0
7610,0.0
1752,0.0
11078,0.0
42067,0.0
8205,0.0
62739,0.0
67643,0.0
57519,0.2
46049,0.0
64480,0.0
57704,0.0
62988,0.0
21330,0.0
49580,0.0
44223,0.0
71383,0.0
34305,0.1
46737,0.0
21692,0.0
58457,0.0
55793,0.0
54675,0.0
811,0.0
24677,0.1
24103,0.0
53850,0.2
23545,0.2
42719,0.0
50245,0.0
1281,0.0
43477,0.0
70531,0.0
22411,0.1
60913,0.1
26589,0.0
40619,0.0
24853,0.0
68152,0.0
23367,0.0
29938,0.0
56780,0.0
24124,0.1
20766,0.0
22690,0.1
16388,0.0
57062,0.0
33949,0.0
50590,0.1
1283,0.0
23522,0.0
40186,0.0
14218,0.0
59572,0.0
46936,0.0
56234,0.0
24793,0.0
72091,0.0
42379,0.0
583,0.0
51913,0.0
57964,0.0
41660,0.0
24094,0.0
63673,0.0
52407,0.0
33883,0.0
29589,0.0
34924,0.0
55338,0.0
51317,0.0
60264,0.0
56871,0.0
68987,0.0
52584,0.0
24019,0.0
10756,0.0
64635,0.0
51914,0.0
26292,0.1
47520,0.1
58112,0.0
9726,0.0
60009,0.0
46961,0.0
41423,0.1
31772,0.0
21556,0.0
46135,0.0
14007,0.0
52888,0.0
9048,0.0
40032,0.4
67793,0.0
26063,0.0
12864,0.1
66746,0.0
27195,0.0
29263,0.0
38798,0.0
37777,0.0
57055,0.0
20164,0.0
16657,0.0
70135,0.0
48475,0.0
71940,0.0
67822,0.0
61100,0.0
67622,0.0
72603,0.3
24347,0.0
33665,0.0
58478,0.0
37220,0.0
45296,0.0
38270,0.0
2197,0.0
69353,0.0
48445,0.0
29000,0.0
8065,0.1
68363,0.0
46459,0.2
29798,0.0
9861,0.0
71489,0.0
3846,0.2
41680,0.0
41077,0.0
59658,0.0
2806,0.0
31673,0.0
50706,0.0
61522,0.2
1800,0.3
64611,0.1
9727,0.0
41535,0.1
23695,0.0
39952,0.0
31662,0.0
56956,0.0
44650,0.0
53531,0.0
32779,0.0
60692,0.0
34034,0.0
23944,0.0
9702,0.1
63286,0.1
40281,0.0
19178,0.1
13294,0.0
49942,0.0
4873,0.0
30378,0.0
41273,0.0
68946,0.0
25451,0.0
27304,0.0
29476,0.0
56960,0.0
21727,0.0
45034,0.0
11883,0.0
53080,0.1
32093,0.0
7319,0.0
46289,0.0
6064,0.1
40455,0.0
33505,0.1
43713,0.0
67105,0.0
38066,0.1
41888,0.1
15996,0.0
41651,0.0
2552,0.0
27628,0.3
65803,0.0
5001,0.0
4113,0.0
59163,0.0
39986,0.1
42454,0.1
41666,0.2
7705,0.0
32536,0.1
52650,0.0
50883,0.0
32985,0.0
51717,0.0
43620,0.0
61207,0.0
66996,0.0
8165,0.1
16900,0.1
58951,0.0
68385,0.0
37663,0.0
12889,0.0
50054,0.0
40563,0.0
46541,0.0
38702,0.0
60017,0.0
53059,0.0
23709,0.1
6727,0.0
29452,0.0
1865,0.0
9096,0.0
42167,0.0
52096,0.0
17477,0.0
32424,0.0
33794,0.0
35597,0.0
12060,0.3
55837,0.0
225,0.0
19154,0.0
25588,0.0
38518,0.0
39677,0.0
16450,0.0
24655,0.0
17573,0.0
31618,0.0
37623,0.0
19062,0.0
52526,0.0
18349,0.0
24760,0.0
28961,0.0
33397,0.0
65964,0.0
55482,0.3
65261,0.1
29176,0.0
21122,0.0
61118,0.0
40982,0.0
59279,0.0
29526,0.1
63752,0.0
30807,0.0
44936,0.0
51481,0.0
67019,0.0
43645,0.0
28137,0.1
23397,0.0
17025,0.2
